bnb,268.23265000
usdt,1.00049501
btc,59921.30438897
xrp,0.44632298
dot,36.67659485
ada,1.07367413
usdc,0.99996735
eth,1868.26761971
bch,571.12297308
ltc,218.80511531
doge,0.06090374
xlm,0.39238155
luna,16.33292638
uni,31.86810269
aave,382.91303885
link,28.96239557
trx,0.05124774
theta,7.33376844
wbtc,59902.98000000
xmr,232.97170420
eos,4.05037908
neo,40.29435222
sol,14.52800000
cro,0.18406947
chz,0.68850202
algo,1.14109875
avax,30.54800000
miota,0
dash,235.28825734
xem,0.35503612
snx,19.45443462
grt,1.73798056
matic,0.38850000
ftt,41.16795286
xtz,3.99534318
bsv,203.21901696
rvn,0.18036236
fil,53.23348895
zec,147.41893813
ht,0
sushi,20.93557727
busd,0.99999651
ksm,308.56000000
egld,134.21000000
etc,13.12821140
leo,2.01435945
comp,444.34850888
dai,1.00180243
atom,18.64717286
dcr,176.91141157
bat,0.79502800
hbar,0.34657921
mkr,2157.86623768
vet,0.06596187
rev,0.01235090
zil,0.16625468
tfuel,0.37870264
near,6.69320970
enj,2.24981543
cel,5.09870379
uma,24.10704168
rune,5.77401689
cake,10.86373249
nexo,0
bnt,7.95381686
yfi,36120.95428230
chsb,0
btt,0.00165702
icx,1.72775000
ftm,0.39387012
ont,1.06647800
ust,0.99994000
rsr,0.07105908
waves,9.86439400
zrx,1.33029931
flow,0
okb,16.23000000
ren,1.12499885
vgx,0
stx,0.02782800
xvs,46.87643642
btcb,59921.30438897
hot,0.01549673
mana,1.07558741
qnt,36.86687853
dgb,0.05991662
zen,53.00220991
hedg,1.18273742
fet,0.65720000
glm,0.45872100
zks,2.44456000
knc,2.17369113
ankr,0.06231816
celo,3.87400000
kcs,0
omg,5.14642858
iost,0.04314334
srm,6.24099305
btg,33.38383673
ark,1.45549238
swap,2.88161114
ant,5.60010000
tusd,1.00019000
gno,151.08368144
ubt,1.20731534
steem,0.46139404
hnt,6.93289492
wan,1.10360851
xhv,13.34640949
pols,0
iris,0.16844866
ewt,0
nano,5.06934235
dfi,3.75142969
ampl,0
orc,0
ctc,7.92368131
ccxx,0
rif,0.35271216
vbnb,0
hex,0.00899192
ocean,1.41174593
wbnb,0
ttt,0
rose,0.19054975
celr,0.04733783
pax,0.99979874
tel,0.00778977
ardr,0.25586397
rep,31.03232232
sxp,2.95677000
lsk,3.38414407
xvg,0.02770414
dodo,4.01412818
qtum,5.97010000
btmx,0
ich,0
vbtc,0
1inch,3.90267455
htr,0
uqc,11.69189592
reef,0.04673862
chr,0.53569646
husd,0
dent,0.00239685
kmd,1.45075998
band,13.43069773
utk,0.62262313
waxp,0.28460000
kava,5.71349637
bts,0.06999999
skl,0.81759982
bal,47.86143078
fun,0.03140758
sc,0.01370000
bora,0.26605059
lrc,0.54971331
uos,0.68684000
nxm,0
alpha,1.49503654
bond,0
bnana,0
woo,0
vai,0.94604241
nu,0.60650000
agi,0.23429230
