btc,55388.40806248
eth,1779.63404903
chz,0.50379371
bnb,253.00000000
ada,1.19091859
ltc,198.98007166
busd,0.99979815
chr,0.38218002
reef,0.03821800
dot,34.73535390
sushi,19.96694877
link,27.54476791
xrp,0.45610718
xem,0.38951233
bch,517.80119130
uni,28.90098059
matic,0.35820000
ankr,0.07079183
enj,2.47788863
skl,0.71630023
sxp,3.09172000
mbl,0.01290088
avax,30.17500000
eos,3.99401522
hot,0.01018968
kava,6.18709543
mana,0.95237135
npxs,0.00331837
fil,59.05092797
luna,19.07839849
aave,366.71069560
one,0.08129999
theta,7.21600180
usdt,1.00014136
tfuel,0.35838365
ftm,0.38117139
usdc,1.00075524
dego,22.28283497
mkr,2019.87009742
vet,0.07147153
sol,13.75300000
xlm,0.39592891
zil,0.15847188
eur,1.18960000
grt,1.75049656
dent,0.00221224
akro,0.05585918
doge,0.05845898
trx,0.05149823
etc,12.23300483
1inch,4.31309534
btt,0.00159302
coti,0.37497548
sand,0.58624485
near,6.44869337
algo,1.20595084
yfi,34062.70303114
blz,0.36889181
ksm,321.09000000
celr,0.05475306
neo,40.02297178
xtz,3.93993182
axs,5.54186000
nkn,0.14490203
hbar,0.34490760
atom,21.33158970
ont,1.16124200
fet,0.61383000
dash,218.76295646
crv,2.44980100
alpha,1.59668763
rsr,0.07537276
zec,137.01630894
psg,20.93889630
ocean,1.39150193
rvn,0.23300000
sun,19.80725422
cake,10.05363967
bat,0.87919641
btcup,0
bzrx,0.55013605
flm,0.45964225
xvs,42.25066902
iota,1.31739173
iost,0.04083257
gbp,1.38662000
wbtc,55213.15000000
egld,129.45000000
ctk,2.38247213
band,13.06673745
knc,2.14958018
tomo,2.25958586
dodo,4.21347928
xmr,221.26363695
ren,1.07531066
omg,5.03694528
mdt,0.07338826
srm,5.22656833
bts,0.09300079
lit,10.81787079
storj,0.90000000
snx,18.54498645
vite,0.10042604
mtl,1.37506422
trb,50.10266093
rune,5.46935655
tvk,0.92149167
rlc,2.46650765
comp,428.81424320
hard,2.29765947
btcdown,0
audio,1.69510324
key,0.01600313
arpa,0.08442409
rose,0.19698954
bel,3.71686700
pha,0.91321480
troy,0.02041628
ethup,0
yfii,2172.95461157
zen,52.56898158
hnt,7.48780957
perl,0.17326251
qtum,6.17891300
icx,1.85077600
waves,9.77240500
sfp,2.67949914
acm,12.23321578
zrx,1.33787276
ogn,0.99626100
bnbup,0
juv,14.58384723
ckb,0.01617589
iotx,0.04193615
ftt,39.83000944
cvc,0.40461900
fxs,11.14563489
wrx,0.47454062
lrc,0.53390494
dock,0.09877066
aud,0.77086000
bal,53.89708331
amb,0.13575280
bake,0
cocos,0.00165537
pnt,0.41605056
win,0.00026360
go,0.04855763
bnt,7.42734220
dia,3.48732038
stmx,0.00943940
utk,0.64588482
loom,0.15450154
unfi,30.64482786
xvg,0.02987752
jst,0.06720669
og,9.23146677
nuls,0.85748352
adaup,0
tusd,0.99980000
bqx,5.62704900
sc,0.01744000
dgb,0.06311969
stx,0.02490060
qkc,0.04382761
wan,1.38775487
nbs,0.02979672
oxt,0.60630000
sxpup,0
ctsi,0.33383368
aion,0.27258485
dexe,0
cos,0.03090031
defi,0
mft,0.01780100
wtc,2.27220000
linkup,0
elf,0.30166780
asr,10.10329687
uniup,0
drep,0.01655374
om,0.52309806
atm,0.00200098
pax,1.00009605
iris,0.21519857
ethdown,0
ant,6.83130000
beam,0.97667042
btcst,351.91035554
lto,0.55730911
ltcup,0
slp,0
vtho,0
dcr,167.20134939
iq,0
adadown,0
tru,0.44177300
orn,17.15502000
badger,0
fis,3.46248978
mith,0.06235241
sushiup,0
easy,21.79575239
pond,0.16001945
stpt,0.06952569
sky,2.21599346
linkdown,0
data,0.16333020
nano,4.83920882
gto,0.03972897
fio,0.26430798
ctxc,0.26853385
twt,0.60213339
tct,0.03528987
inj,10.97994000
ghst,0
fun,0.03784173
sxpdown,0
for,0.06230867
sys,0.03000112
hive,0.36187000
vidt,1.14471513
celo,3.66200000
gas,11.37467198
eosup,0
sushidown,0
filup,0
ast,0.14666978
bot,2670.19911409
uft,0
wabi,0.40197366
powr,0.33359954
dotup,0
snt,0.09469317
ava,6.17816351
uma,23.68036055
aergo,0.29169282
front,2.30156114
qsp,0.08767327
lsk,3.22662319
poly,0.54423595
btg,29.75234231
phb,0.01599072
xtzup,0
glm,0.41857400
dusk,0.33206000
ong,0.69476930
aaveup,0
firo,8.35432508
yfiup,0
ark,1.29414566
auction,0
ardr,0.23340768
dnt,0.27184227
xtzdown,0
adx,0.93848995
beth,0
wing,41.41045563
rcn,0.00224744
xrpup,0
agi,0.26798244
bnbdown,0
rep,29.79324976
nmr,45.56680000
trxdown,0
gvt,7.06348784
xlmup,0
paxg,1739.68025999
ltcdown,0
burger,0
trxup,0
poa,0.07320103
fildown,0
unidown,0
dlt,0.16782336
rif,0.31298735
ppt,2.70849744
dotdown,0
kp3r,0
xrpdown,0
sparta,0
via,0.73777882
vib,0.08750480
ost,0.03308425
aavedown,0
yoyo,0.04027329
grs,0.67250875
yfidown,0
kmd,1.39875357
qlc,0.08882191
nas,0.79443200
idex,0.09378711
strax,1.49507689
steem,0.43891775
wnxm,46.89355549
mda,1.18668280
mth,0.04082498
snm,0.04198469
cdt,0.03891696
sngls,0.02372262
cover,0
req,0.12075000
hegic,0
eosdown,0
bcd,1.11324400
oax,0.40000000
cream,0
pivx,0.85999855
brd,0
scrt,0.07365702
gxs,0.71112698
nxs,1.19826826
cnd,0.03214855
vibe,0
evx,0.84429100
swrv,0
cvp,1.79014000
df,0
prom,11.52257412
nebl,2.38605444
appc,0.11419960
pros,0
rdn,0.71498880
wpr,0.03970000
nav,0.49000000
bcha,13.30066740
xlmdown,0
ncash,0.00275844
susd,0.99966027
renbtc,0
